Name;PLZ;Ort ;Straße;geschlossen/nicht vorhanden;Homepage;Typ;Bundesland;ADMA;Hogast;Privatkunde;potentieller Kunde;Bädertechnik;Service;Chemie;Telefon;Ansprechpartner;Berechnung;lat;lon
Marktgemeinde Golling /Aqua Salza;5440;Golling;Markt 80;;;Hallenbad;Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;47.596335;13.166966
Mühlbach am Hochkönig Clubhotel GmbH;5505; Mühlbach am Hochkönig;Mühlbach am Hochkönig 425;;;Hotelanlage;Salzburg;Petra Freilinger ;ja;;;;ja;ja;;;1;47.3810319;13.1159584
Hotel Winterbauer GmbH ;5542; Flachau;Am Feuersang 28;;;Hotelanlage;Salzburg;Petra Freilinger ;ja;;;;ja;ja;;;1;47.372352;13.407335
Hotel Gut Weissenhof ;5550; Radstadt;Weissenhof 6;;;Hotelanlage;Salzburg;Petra Freilinger ;ja;;;;ja;ja;;;1;47.37591;13.472051
Hotel Lürzerhof GmbH ;5561;Untertauern;Dorfstraße 23;;;Hotelanlage;Salzburg;Petra Freilinger ;ja;;;;ja;ja;;;1;47.302908;13.50702
Appartements Knappensteig GmbH;5602; Wagrain;Karl-Heinrich-Waggerl-Straße 42;;;Hotelanlage;Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;47.335191;13.304847
Ing.Wilhelm Hutz GmbH & Co.KGHeizung-Sanitär-Lüftung-Solar-Bäderstudio;5602; Wagrain;Martk 47;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;47.3336293;13.3031532
Sporthotel Wagrain ;5602; Wagrain;Hofmark 9;;;Hotelanlage;Salzburg;Petra Freilinger ;ja;;;;ja;ja;;;1;47.32753;13.302299
Moar Gut 5* Hotel GmbH ;5611; Großarl;Moargasse 22;;;Hotelanlage;Salzburg;Petra Freilinger ;ja;;;;ja;ja;;;1;47.213423;13.193623
Palace Gastein Hotel Betriebsges.m.b.H.;5630; Bad Hofgastein;Alexander Moser Allee 13;;;Hotelanlage;Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;47.16743;13.10816
Felsentherme Gastein;5640; Bad Gastein;Bahnhofplatz 5;;https://www.felsentherme.com/;Therme;Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;47.110925;13.133786
Hapimag AG ;5640; Bad Gastein;Kaiserhofstrasse 6;;;Hotelanlage;Salzburg;Petra Freilinger ;ja;;;;ja;ja;;;1;47.120328;13.140778
PensionsversicherungsanstaltRZ Saalfelden;5760; Saalfelden am Steinernen Meer;Thorerstraße 26;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Salzburg;Petra Freilinger ;;;;;ja;ja;;;1;47.420206;12.840397
OptimaMedRehabilitationszentrum Wiesing GmbH;6210;Wiesing;Lassallestraße 7a/Unit 4/Top8;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Tirol;Petra Freilinger ;;;;;ja;ja;;;1;47.4046346;11.7985577
HPE Real Estate GmbH;6365;Kirchberg in Tirol;Waldschützweg 3;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Tirol;Ernst Schügerl;;;;;ja;ja;;;1;47.4547605;12.3061009
Suworow GmbH;6380;St. Johann in Tirol;Kirchanger 4;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Tirol;Petra Freilinger ;;;;;ja;ja;;;1;47.5224141;12.4286809
TELFER BAD BETRIEBS GMBH & CO KG;6410;Telfs;Weißenbachgasse 17;;;Hallenbad;Tirol;Petra Freilinger ;;;;;ja;ja;;;1;47.30498645;11.068668219059633
Puitalm Betriebs GmbHNatur Apart Hotel;6471;Arzl im Pitztal;Plattenrain 1;;;Hotelanlage;Tirol;Petra Freilinger ;;;;;ja;ja;;;1;47.199208150000004;10.736510277765696
Hubert Rietzler GmbH & Co KG Gartenhotel Linde;6531;Ried im Oberinntal;Haus Nr.80;;;Hotelanlage;Tirol;Petra Freilinger ;ja;;;;ja;ja;;;1;47.0541125;10.6523182
Silvretta Therme Ischgl;6561;Ischgl;Brandweg 2;;https://www.silvrettatherme.at/de;Hallenbad;Tirol;Petra Freilinger ;;;;;ja;ja;;;1;47.0134337;10.28884231784056
Erholungszentrum Rheinauen;6845;Hohenems;Rheinauen 2;;;Freibad;Vorarlberg;Petra Freilinger ;;;;;ja;ja;;;1;47.3670989;9.65253048374814
Freibad Siegendorf;7011;Siegendorf;Badgasse 4;;;Freibad;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.78498405;16.547417067833162
Freibad Loipersbach im Burgenland;7022;Loipersbach im Burgenland;Badstraße 1;;;Freibad;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.69717825;16.48061741010071
Freibad Schattendorf;7022;Schattendorf;Pfarrgasse 4;;;Freibad;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.7090537;16.5154167
Freibad Sigleß;7032;Sigleß;Badstraße 38;;;Freibad;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.7689808;16.3948644
Freibad Pöttsching;7033;Pöttsching;Hauptstraße 1;;;Freibad;Burgenland;Ernst Schügerl;;;;;ja;ja;;;1;47.806344;16.370309
Gesell.Österreichische KinderdörferKinderdorf Pöttsching;7033;Pöttsching;Kinderdorfstraße 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Burgenland;Ernst Schügerl;;;;;ja;ja;;;1;47.8034089;16.35367950463101
Familypark GmbH;7062;St. Margarethen im Burgenland;Märchenparkweg 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.8030761;16.64698538519996
Freibad Oggau;7063;Oggau;Seegasse 5;;;Freibad;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.834913400000005;16.66773363385269
Seebad Rust;7071;Rust;Ruster Bucht 2;;https://www.seebadrust.at/;Naturbadeanlage Plus;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.80132345;16.694767104648044
Das Schmidt;7072;Mörbisch am Neusiedler See;Raiffeisenstrasse 8;;https://www.das-schmidt.at/de/;Hotelanlage;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.334786;15.023417
Freibad Purbach;7083;Purbach;Türkenhain 2;;;Freibad;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.9084432;16.7050069
SEE.HAUS Weiden Betriebs GmbH;7121;Weiden am See;Triftstraße 12;;;Hotelanlage;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.9257805;16.8704518
Kurhaus Marienkron GmbH ;7123;Mönchhof;Birkenallee 2;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Burgenland;Gerald Jagschitz;ja;;;;ja;ja;;;1;47.882350450000004;16.936161844214748
Vila Vita Ferienanlage Pannonia;7152;Pamhagen;Storchengasse 1;;;Hotelanlage;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.7431032;16.8882277
Sonderkrankenanstalt ZickseeOrthopädisches Klinikum;7161;Sankt Andrä am Zicksee;Otto Pohanka Platz 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.7916017;16.9125615
Wega Wassertechnik e.U.;7161;Sankt Andrä am Zicksee;Gartenweg 9;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.78367025;16.946646016543603
Freibad Bad Sauerbrunn;7202;Bad Sauerbrunn;Mattersburgerstraße 27a;;;Freibad;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.7776602;16.328820656836573
Freibad Mattersburg;7210;Mattersburg;Michael Koch-Straße 56;;;Freibad;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.73977635;16.408448185817193
Holiday-Fun-Camping;7341;Markt Sankt Martin;Mühlweg 2;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.5635593;16.43867622426635
Freibad Neutal;7343;Neutal;Dankowitschstraße 1;;;Freibad;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.544010400000005;16.45543151375
Freibad Oberpullendorf;7350;Oberpullendorf;Mühlbachgasse 4;;;Freibad;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.5034269;16.502815143652054
RED Betriebs GmbH;7361;Lutzmannsburg;Thermenplatz 7;;;Hotelanlage;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.4666275;16.657914829189984
Hallen- & Freibad Pinkafeld;7423;Pinkafeld;Zum Hallenbad 4;;;Frei- & Hallenbad;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.3625381;16.12316199277646
Avita Resort ;7431;Bad Tatzmannsdorf;Thermenplatz 1;;https://www.avita.at/;Hotelanlage;Burgenland;Martin Schwab;;;;;ja;ja;03353 89900;;1;47.3366917;16.22354710823055
Freibad Bad Tatzmannsdorf;7431;Bad Tatzmannsdorf;Josef-Hölzel-Allee 7;;;Freibad;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.33772635;16.22440287636932
Versicherungsanstalt öffentlichBediensteter, Eisenbahnen u.BergbauTherapiezentrum Rosalienhof;7431;Bad Tatzmannsdorf;Am Kurpark 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.337171;16.228558
Ratschens Restaurant & Wohnothek GmbH;7474;Deutsch Schützen;Am Ratschen 5;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.1645986;16.4251785
Freibad Güssing;7540;Güssing;Badstraße 9;;;Freibad;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.0558795;16.3121473
Wassererlebniswelt /Badeteich Moschendorf ;7546;Moschendorf;Wasserwelt 1;;https://www.wassererlebniswelt.at/;Naturbadeanlage;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;47.0613589;16.461131750000003
Freibad Heiligenkreuz im Lafnitztal;7561;Heiligenkreuz im Lafnnitztal;Schulgasse 7;;;Freibad;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;46.91667;10.98333
Allgemeiner Turnverein Graz (Hallenbad);8010;Graz;Kastellfeldgasse 8;;https://www.atgraz.at/;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.0645536;15.4474673
Österreichische Gesundheitskasse;8010;Graz;Friedrichgasse 18;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.0648839;15.4364577
Stadt Graz Rathaus 8010 GrazzH GBG Hausverwaltung p.a. Holding Graz GmbH;8010;Graz;Andreas-Hofer-Platz 15;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.0687041;15.4364981
Augartenbad;8020;Graz;Schönaugürtel 1;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;"0664/4923152; 0664/1727921";"Hr. Rogatsch Peter; Hr. Jovanic";1;47.0588573;15.43592125365868
AUSTER Sport- und Wellnessbad;8020;Graz;Janzgasse 21;;;Hallenbad;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.072435999999996;15.39995252808598
Bad zur Sonne;8020;Graz;Feuerbachgasse 11/13;;https://www.spazursonne-graz.at/;Hallenbad;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.069277400000004;15.43211032782439
Freizeit Graz GmbH;8020;Graz;Janzgasse 21;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.072435999999996;15.39995252808598
JUFA Hotels Österreich GmbH;8020;Graz;Idlhofgasse 74;;;Hotelanlage;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.06493375;15.422419313948954
Mosaik GmbH;8020;Graz;Wiener Straße 148;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.085143099999996;15.414935659844325
Städtisches Kinderbad Gaswerkstraße;8020;Graz;Gaswerkstraße 7;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Fr. Ziegler;1;47.06955585;15.403553763733589
ÖGK-SteiermarkTF Bau/Facility Managment Süd;8021;Graz;Postfach 1200;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.0708678;15.4382786
Fräulein Leni GmbH;8041;Graz;Kranach 3;;;Hotelanlage;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.065852;15.432739
Gesundheitshof JosefhofVersicherungsanstalt öffentlich Bediensteter,Eisenbahnen und Bergbau;8044;Graz;Haideggerweg 38;;;Hotelanlage;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.127214699999996;15.50038042554596
Ragnitzbad;8047;Graz;Pesendorferweg 7;;https://www.badragnitz.at/;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Barbara Zinkl;1;47.077224150000006;15.486804044393384
Well Welt Kumberg;8062;Kumberg;Seeweg 2;;;Naturbadeanlage Plus;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Bauer;1;47.1592592;15.546113391191174
Freibad Kirchbach;8082;Kirchbach in Steiermark;Kirchbach 229;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Trummer;1;46.929836550000005;15.665753097241442
Schwimm- und Erlebnisbad St. Stefan im Rosental;8083;St. Stefan im Rosental;Badstraße 15;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Mahler Ewald;1;46.9037073;15.7160108175913
Freibad St. Peter am Ottersbach;8093;St. Peter am Ottersbach;Badweg 255;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Leber;1;46.8004592;15.763713188140912
Hallenbad der Marktgemeinde Deutschfeistritz;8121;Deutschfeistritz;Schulgasse 1;;;Hallenbad;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.19546;15.3376561
Freibad Pernegg;8132;Pernegg an der Mur;Badgasse 1;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;" Hr. Klaus Gerald; Hr. Matzl";1;47.36448455;15.33455888561432
Allg. UnfallversicherungsanstaltRehabilitationsklinik Tobelbad;8144;Tobelbad;Dr.-Georg-Neubauer-Straße 6;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;46.980193650000004;15.364511731102137
Neue Mittelschule Stallhofen (Hallenbad);8152;Stallhofen;Stallhofen 2;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;; Hr. Tomaschitz;1;47.04989295;15.22136435
Freibad Weiz;8160;Weiz;Dr.-Karl-Widdmann-Straße 99;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Bgm. Eggenreich;1;47.22760255;15.618570001586217
Gemeinde Thannhausen;8160;Thannhausen;Thannhausen 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.22666405;15.643144959367525
Thannhausen Freibad;8160;Thannhausen;Thannhauser Peesen;;;Naturbadeanlage Plus;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.232606;15.679262
Freibad Passail;8162;Passail;Untergasse 31;geschlossen;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Schinnerl;1;47.2776;15.519564
Freibad Puch ;8182;Puch bei Weiz;Puch bei Weiz 100;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr.Kelz;1;47.224767;15.7257485
Reco-Austria.at e.U.;8183;Floing;Floing 130;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.266265700000005;15.738272925534728
Freibad Anger;8184;Anger;Badweg 1;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Mauerhofer;1;47.27364905;15.695516322287931
Gleisdorf Wellenbad;8200;Gleisdorf;Feldgasse 27;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Pankesegger;1;47.11196475;15.71165388235339
Freibad Vorau;8250;Vorau;Badsiedlung 340;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Geier Josef;1;47.406962;15.883453
Freibad Bad Waltersdorf;8271;Bad Waltersdorf;Bad Waltersdorf 253;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Bgm. Hauptmann;1;47.1690356;16.012789536219117
Grand Spa Wellnesshotel Betriebs GmbH;8271;Bad Waltersdorf;Bad Waltersdorf 351;;;Hotelanlage;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.1592281;16.00731669668051
H2O Therme;8271;Bad Waltersdorf;Sebersdorf 300;;https://www.hoteltherme.at/?utm_source=google&utm_medium=Brand&utm_campaign=Google_Brand&utm_content=Knowlegde_graph;Therme;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.177541;16.000482
Heiltherme Quellenhotel Bad Waltersdorf;8271;Bad Waltersdorf;Thermenstraße 111;;https://www.heiltherme.at/;Therme;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.167959;16.025642
Hotel Der SteirerhofBad Waltersdorf Betriebs GmbH;8271;Bad Waltersdorf;Wagerberg 125;;;Hotelanlage;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.168342;16.030333
Freibad Fürstenfeld;8280;Fürstenfeld;Badstraße 1;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Rindler;1;47.05625215;16.06888566577767
Schlossbad Burgau;8291;Burgau;Schlossweg 1;;;Naturbadeanlage Plus;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Krammer;1;47.1451316;16.0989834
Freibad Neudau;8292;Neudau;Badstraße 1;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;"03383/3334; 0664/1518855";Hr. Platzer ;1;47.173326349999996;16.10581425430655
Privatklinik LaßnitzhöheElisabeth Nentwig GmbH;8301;Laßnitzhöhe;Miglitzpromenade 18;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.075748149999995;15.577989646783255
Freibad Markt Hartmannsdorf;8311;Markt Hartmannsdorf;Hauptstraße 355;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Schnalzer;1;47.051609;15.845879
Hallen- und Freibad Feldbach;8330;Feldbach;Thallerstraße 1;;;Frei- & Hallenbad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Hausleitner;1;46.9550095;15.878619
Freibad Paldau;8341;Paldau;Paldau 261;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Zach Martin;1;46.94244665;15.79309760377581
Freibad Gnas;8342;Gnas;Burgfeld 148;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Bgm. Meixner;1;46.8742452;15.826349
Das Kurhaus Bad Gleichenberg GmbH ;8344;Bad Gleichenberg;Untere Brunnenstraße 36;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;ja;;;;ja;ja;;;1;46.873467700000006;15.912538040286547
KLINIKUM Bad Gleichenberg f.Lungen-u. Stoffwechselerkrankungen;8344;Bad Gleichenberg;Schweizereiweg 4;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;46.8753976;15.913924149039827
Rosenbad Fehring;8350;Fehring;Radkersburgerstraße 19;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Gartner;1;46.93262465;16.003236055371865
Freibadanlage Tieschen;8355;Tieschen;Tieschen 119;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Wohlkinger;1;46.78706825;15.945185416595034
Freibad Jennersdorf;8380;Jennersdorf;Freizeitzentrum 2;;;Freibad;Burgenland;Gerald Jagschitz;;;;;ja;ja;;;1;46.9439153;16.134483072923167
Freibad Neuhaus am Klausenbach;8385;Neuhaus am Klausenbach;Pfaffengraben 1;;;Freibad;Burgenland;Martin Schwab;;;;;ja;ja;;;1;46.87117365;16.034023045276683
Hallenbad LFV-Steiermark;8403;Lebring;Florianistraße 22;;https://www.lfv.steiermark.at/Home.aspx;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;46.851507;15.540289
Hasenwirt GmbH & CoKG;8430;Leibnitz;Frauenbergstraße 58;;;Hotelanlage;Steiermark;Martin Schwab;;;;;ja;ja;;;1;46.76836915;15.518882350469841
Sulmbad;8430;Kaindorf;Sportplatzweg 2;;;Naturbadeanlage;Steiermark;noch keine Zuordnung;;;;;ja;ja;;;1;47.225347;15.911492
Freibad Arnfels;8454;Arnfels;Leutschacher Straße 12;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;;1;46.6759094;15.4062868
Gemeinde Oberhaag;8455;Oberhaag;Oberhaag 200;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;46.686171;15.333437
Freibad Ehrenhausen;8461;Ehrenhausen an der Weinstraße;Platscherstraße 280;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Dominkus;1;46.684189322;15.613302878
Freibad Retznei;8461;Retznei;Retznei 48;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Stieger;1;46.73292565;15.568123562062695
Walter Skoff Wein GmbH;8462;Gamlitz;Eckberg 114;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;46.68648775;15.543853604638848
Weinlandhof GmbHHotel Restaurant Weinlandhof;8462;Gamlitz;;;;Hotelanlage;Steiermark;Martin Schwab;;;;;ja;ja;;;1;46.7213788;15.5533088
Freibad Mureck;8480;Mureck;Austraße 11;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Fr. Bgm. Sudy;1;46.7041237;15.771908978504314
Hotel Garni ColoraA. Günther Schifter;8490;Bad Radkersburg;Thermenstraße 9;;;Hotelanlage;Steiermark;Martin Schwab;;;;;ja;ja;;;1;46.68910995;15.977388619714112
Assl Seniorenwohnheim GmbH;8501;Lieboch;Packerstrasse 12;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;46.97176090000001;15.360066206341372
Freibad Stainz;8510;Stainz;Badgasse 27;vorübergehend geschlossen;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. David Kovacs;1;46.895085;15.257484
Neue Mittelschule Stainz (Hallenbad);8510;Stainz;Badgasse 24;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Stelzl;1;46.895231;15.258234
Schwimmbad der Stadtgemeinde Deutschlandsberg;8530;Deutschlandsberg;Glashüttenstraße 3;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Josef Heinzl;1;46.811718;15.206717
Freibad Eibiswald;8552;Eibiswald;Eibiswald 114;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Arnfelser;1;46.6934974;15.253791390250717
Freibad St. Oswald ob Eibiswald;8553;St. Oswald ob Eibiswald;St. Oswald 44/4;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Knasz;1;46.705907100000005;15.14257170806723
Freibad Ligist;8563;Ligist;Ligist 138;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Wipfler;1;46.9922257;15.2091573
Voitsberg Bauhof;8570;Voitsberg;Lindenhofgasse 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Strafner;1;47.04077375;15.151760306588518
Voitsberg Erlebnisbad;8570;Voitsberg;Helmut-Glaser-Straße 4;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;0650/9186665;Hr. Stafner;1;47.0451532;15.155214574171303
Schlossbad Bärnbach;8572;Bärnbach;Schlossgasse 6;;https://www.schlossbad-baernbach.at/;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Pichler  ;1;47.0834521;15.126053841549297
Hallen- und Freibad, Sauna Badewonne;8605;Kapfenberg;Johann-Brandl-Gasse 23;;;Frei- & Hallenbad;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.444581;15.2989893
Pensionsversicherungsanstalt (PVA)SKA-RZ Aflenz;8623;Aflenz;Aflenz Kurort 206;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.54585735;15.244335626683686
 Bade und Saunaspaß im JUFA Sigmundsberg;8630;Sankt Sebastian   ;Sigmundsberg 1;;https://www.jufahotels.com/hotel/mariazell/;Hotelanlage;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.75637905;15.304308364334673
Freibad Kindberg;8650;Kindberg;August-Musger-Gasse 3;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Zinterl;1;47.50755045;15.447324514084865
Erlebnisbad St. Barbara;8662;St. Barbara im Mürztal;Obere Berggasse 40;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Höfler;1;47.53025915;15.517323001826243
Hallenbad Veitsch;8663;Veitsch;Badstraße 21;;;Hallenbad;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.5809551;15.4881901
Hallen- und Freibad Schwimmbad Knittelfeld;8720;Knittelfeld;Parkstraße 63;;;Frei- & Hallenbad;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.206688099999994;14.817562154224202
Stadtgemeinde Zeltweg;8740;Zeltweg;Hauptplatz 8;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.188507;14.751339
Stadtgemeinde ZeltwegImmobilien GmbH & Co KG;8740;Zeltweg;Hauptplatz 8;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.188507;14.751339
Freibad Weißkirchen in Steiermark;8741;Weißkirchen in Steiermark;Badgasse 8;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Strasser ;1;47.152212;14.740269
Erlebnisbad Judenburg;8750;Oberweg;Fichtenhainstraße 3;;;Frei- & Hallenbad;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.16280575;14.65277547391569
Stadtamt JudenburgAbteilung für Bildung, Kultur, Generationen und Sport;8750;Judenburg;Hauptplatz 1 ;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.1687318;14.660436908091896
Alpenbad Mautern;8774;Mautern in Steiermark;Prof.-Wegerer-Weg 7;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hedl Günther;1;47.402299600000006;14.826631976055612
Freibad Rottenmann;8786;Rottenmann;Hauptstraße 348;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.524594;14.346864
Jagd- und Forstgut in der Strechen;8786;Rottenmann;Hauptstraße 65;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.525164;14.356434
Hallenbad und Freibad Eisenerz;8790;Eisenerz;Hans-von-der-Sann-Straße 24;vorübergehend geschlossen;https://www.eisenerz.at/system/web/gemeindebetrieb.aspx?detailonr=225068973&menuonr=225067834;Hallenbad;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.543699849999996;14.887359162881364
