Name;PLZ;Ort ;Straße;geschlossen/nicht vorhanden;Homepage;Typ;Bundesland;ADMA;Hogast;Privatkunde;potentieller Kunde;Bädertechnik;Service;Chemie;Telefon;Ansprechpartner;Berechnung;lat;lon
Schwimm- & Erlebnisbad St. Stefan im Rosenthal;8083;Sankt Stefan im Rosenthal;Badestraße 15;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;51.924232;12.773787
St. Stefan;8083;St. Stefan;Feldbacher Str.24;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.9059654;15.71226325
Freibad Mettersdorf;8092;Mettersdorf am Saßbach;Mettersdorf 85;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Schweigler;1;46.804634199999995;15.710630702805078
Die Kinderfreunde Gratkorn;8101;Gratkorn;Kirchweg 3;;https://kinderfreunde.at/ortsgruppen/gratkorn?fwhid=13;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.135431499999996;15.337647520912231
Hallenbad der Marktgemeinde Gratkorn;8101;Gratkorn;Kindergartenweg 3;;;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.1343029;15.344541632913195
Hallenbad Kirchenviertel;8101;Kirchenviertel;Kindergartenweg 3;;;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.1343029;15.344541632913195
Freibad Semriach;8102;Semriach;Neudorfstraße 6;;;Freibad;Steiermark;Martin Schwab;;;ja;;nein;nein;;Hr. Bgm. Ing. Taibinger;1;47.2212936;15.398562
Bad Weihermühle;8112;Gratwein;Tallak 59;;https://erlebnisbad-weihermuehle.at/;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.1292915;15.307754402638945
MM Forsttechnik GmbH;8130;Frohnleiten;Mayr-Melnhof-Straße 9;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.2652576;15.322946404718973
Sport- und Freizeitpark Frohnleiten;8130;Frohnleiten;Grazer Straße 20;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.2558296;15.319344275945557
Freibad Kirchdorf;8132;Kirchdorf;Badgasse 1;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.36448455;15.33455888561432
Schwarzl Freizeitzentrum;8145;Unterpremstätten;Thalerhofstraße 85;;https://www.schwarzlsee.at/;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.97855285;15.432059414436386
Freizeitsee Passail;8162;Passail;Passail 35;;;Naturbadeanlage Plus;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.337204299999996;15.51959609980587
Gemeinde Fladnitz a.d.T.;8163;Fladnitz an der Teichalm;Fladnitz an der Teichalm 100;;https://www.fladnitz.at/;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.2864789;15.4778033
Freibad St. Ruprecht an der Raab;8181;St. Ruprecht an der Raab;Untere Hauptstraße 299;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Pregartner;1;47.149784;15.665083
Hotel Mooshaus Gerber GsembH&CoKG;8183;Kühtai;Haus Nr. 40;;;Hotelanlage;Steiermark;Petra Freilinger ;ja;;;;nein;nein;;;1;47.213586;11.023067
Hotel Angerer-Hof ;8184;Anger;Bahnhofstraße 16;;;Hotelanlage;Steiermark;Martin Schwab;ja;;;;nein;nein;;;1;47.2708541;15.697722220277111
Gemeinde Birkfeld;8190;Birkfeld;Badgasse 6;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.359843;15.69064405
Gemeinde Birkfeld;8190;Birkfeld;Edelsee-Straße 17;;http://www.birkfeld.at/;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.357933599999996;15.694010749088461
Gemeinde Strallegg;8192;Strallegg;Strallegg 215;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.410022049999995;15.726485149999998
Freibad der Gemeinde Gersdorf an der Feistritz;8212;Gersdorf an der Feistritz;Nummer 106;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Ing. Prem;1;47.160243;15.854884
Freibad Gersdorf;8212;Gersdorf;Goetheweg 2;vorübergehend geschlossen;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;50.7663352;12.70248734238477
Gemeinde Gersdorf a.d.F.;8212;Pischelsdorf;Pischelsdorf 106;;https://www.gersdorf.gv.at/;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.176246199999994;15.7912665392715
Gemeinde Pischelsdorf;8212;Pischelsdorf;Pischelsdorf 470;;https://www.pischelsdorf-kulm.gv.at/;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.173956950000004;15.802427549999996
Römerbad Pischelsdorf;8212;"Pischelsdorf in der
 Steiermark";Pischelsdorf 85;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Baier;1;47.1750313;15.804116691479251
Stubenbergsee;8223;Stubenberg am See;Nummer 5;;https://www.stubenbergsee.at/;Naturbadeanlage Plus;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.2443925;15.8019769
Freibad Kaindorf;8224;Kaindorf bei Hartberg;Kaindorf 262;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Loidl;1;47.226317;15.907873
Freibad Pöllau;8225;Pöllau bei Hartberg;Badgasse 359;;https://www.naturpark-poellauertal.at/sportliches/schwimmen/;Freibad;Steiermark;Martin Schwab;;;ja;;nein;nein;;Hr. Bgm. Schirnhofer;1;47.307592;15.831997
Hallenbad Hartberg;8230;Hartberg;Wiesengasse 16;;;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.278324999999995;15.97441529322942
Freibad Lafnitz;8233;Lafnitz;Lafnitz 62;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Schuch;1;47.37228985;16.009524687307454
Freibad Friedberg;8240;Friedberg;Badgasse 110;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.4402803;16.05874745
Freizeitsee Mönichwald;8252;Mönichwald;Karnerviertel 8;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.446671;15.884074
Hallenbad Wenigzell;8254;Wenigzell;Pittermann 2;;;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.415952822067766;15.794338054609407
Joglland Oase;8254;Wenigzell;Pittermann 140;;;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Mag. Hofer;1;47.425052050000005;15.784085844230766
Mein Hotel Fast Fast-Kern GesmbH & Co KG;8254;Wenigzell;Pittermann 3;;;Hotelanlage;Steiermark;Martin Schwab;ja;;;;nein;nein;;;1;47.4267354;15.7860044
Siniwelt Bade- u. Freizeitanlage;8261;Sinabelkirchen;Sinabelkirchen 280;;https://www.siniwelt.com/;Naturbadeanlage Plus;Steiermark;Martin Schwab;;;;;nein;nein;;Fr. Bgm. Groß;1;47.101760049999996;15.824063089984293
FirmaLagerhaus Thermenland eGen(mbh);8263;Großwilfersdorf;Großwilfersdorf 240;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.0772382;15.996827281071598
Therme Bad Waltersdorf;8271;Wagnerberg;Wagnerberg 119;;https://www.heiltherme.at/;Therme;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.171411;16.025154
Hotel Kowald;8282;Loipersdorf;An der Therme 215;;https://www.kowald.com/;Therme;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.98540645;16.111630606586104
Rogner Bad Blumau;8283;Bad Blumau;Bad Blumau 100;;;Therme;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.123513;16.046557
Hallenbad Neudau;8292;Neudau;Schulgasse 2;;;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.1694934;16.097868314990915
Freibad St. Johann in der Haide;8295;St. Johann in der Haide;St. Johann 164;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Ing. Müller;1;47.281363;16.03599
Hotel Liebmann Betriebsges.m.b.H. & Co KG;8301;Laßnitzhöhe;Liebmannweg 23;;;Hotelanlage;Steiermark;Martin Schwab;ja;;;;nein;nein;;;1;47.07161415;15.577491710519341
Seerosenbad Kirchberg an der Raab;8324;Kirchberg an der Raab;Badeteichweg 195;;;Naturbadeanlage Plus;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.9870629;15.7650312
Seebad Riegersburg;8333;Riegersburg;Riegersburg 205;;;Naturbadeanlage Plus;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Reisenhofer;1;46.9972745;15.941150509795065
Hotel an der Therme ;8344;Bad Gleichenberg;Untere Brunnenstraße 36;;;Hotelanlage;Steiermark;Martin Schwab;ja;;;;nein;nein;;;1;46.873467700000006;15.912538040286547
Freibad Söchau;8362;Söchau;Söchau 143;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Kapper;1;47.030404250000004;16.02487655149044
Copacabana;8401;Kalsdorf bei Graz;Copacabana 1;;https://www.copacabana.at/;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.9758219;15.458686785459566
Hallenbad der Marktgemeinde Kalsdorf bei Graz;8401;Kalsdorf bei Graz;Fritz-Matzner-Weg 5;vorübergehend geschlossen;;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.9615753;15.477917340029528
Badesee Wildon;8410;Wildon;Rennweg 6;;https://www.wildonamsee.at/;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.8894042;15.5065067
Freibad St. Georgen  ;8413;St. Georgen;In der Au 19-21;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;48.2784809;14.4474876
Badesee Tillmitsch;8430;Tillmitsch;Jösserstrasse 2;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.8059006;15.532612450000002
Freibad Schloss Seggau;8430;Leibnitz;Frauenberg 1;;https://seggau.com/;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.774527899999995;15.524718522924879
Hotel Restaurant Staribacher Staribacher GmbH;8430;Leibnitz;Grottenhof 5;;;Hotelanlage;Steiermark;Martin Schwab;ja;;;;nein;nein;;;1;46.794931;15.525993
Sulmsee / Silbersee;8430;Leibnitz;Seggauberg 184;;https://www.camping-sulmsee.at/;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.775711;15.521108
Freibad Kitzeck;8442;Kitzeck;Steinriegel 15;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.7825896;15.453120786587967
Naturbadesee Gleinstätten;8443;Gleinstätten;Gleinstätten 230;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.75185905;15.361175922014585
Badeteich;8455;Oberhaag;Oberhaag 236;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.6871464;15.328405200000002
Loisium Wine & Spa Hotel Südsteiermark;8461;Ehrenhausen an der Weinstraße;Am Schlossberg 1a;;https://www.loisium.com/suedsteiermark;Hotelanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.723212950000004;15.591873086289532
Landschaftsteiche Gamlitz;8462;Gamlitz;Untere Hauptstraße 455;;https://www.motorikpark.com/system/web/default.aspx?menuonr=225223766;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.7201371;15.566096850000001
Freibad Leutschach;8463;Leutschach;Klostergasse 5;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Helmut Legat;1;46.665266;15.465296
Freibad Mureck - Sportstätten Stadtgemeinde Mureck;8480;Mureck;Hauptplatz 30;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.70749805;15.77472059063469
Röcksee;8480;Mureck;Misselsdorf 40;;http://roecksee.at/;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.71880145;15.802184248273079
Therme Bad Radkersburg;8490;Bad Radkersburg;Alfred-Merlini-Allee 7;;https://www.parktherme.at/;Therme;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.6865052;15.9784431
Lehrschwimmbecken Volksschule Lannach;8502;Lannach;Schulgasse 8;;https://www.vs-lannach.at/;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.94271;15.330263
Badeteich Stainz;8510;Stainz;Rauch-Hof, Wald-Süd 21;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.903903;15.240519
Willibald Rauch, Kleinbadeteichanlage;8510;Stainz;Wald-Süd 21;;https://www.rauch-hof.at/;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.903903;15.240519
Freibad Bad Gams;8524;Bad Gams;Bad Gams 47a;;https://www.gamsbad.at/cms/;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Senekowitsch;1;46.86642485;15.227074931529621
Freibad Schwanberg;8541;Schwanberg;Forst 16;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.76328995;15.206670096609402
Freibad Pölfing Brunn;8544;Pölfing-Brunn;Badstraße 13;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Michelitsch;1;46.72421885;15.293418423271074
Grafenteich;8570;Voitsberg;Teichweg 395/23;;;Naturbadeanlage;Steiermark;noch keine Zuordnung;;;;;nein;nein;;;1;47.04813314863498;15.144634229762863
Therme Nova GmbH & Co KG;8580;Köflach;An der Quelle 1;;https://www.novakoeflach.at/;Therme;Steiermark;Martin Schwab;ja;;;;nein;nein;;;1;47.070946449999994;15.088107737615672
Packer Stausee;8583;Edelschrott;Packerstrasse;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;noch keine Zuordnung;;;;;nein;nein;;;1;47.016389905046694;15.02382094133162
Stausee Soboth;8584;Eibiswald;Soboth;;;Naturbadeanlage;Steiermark;noch keine Zuordnung;;;;;nein;nein;;;1;46.680773313081;15.074691303007853
Pibersteiner Badesee;8591;Maria Lankowitz;Am See 1;geschlossen;https://m.piberstein.at/de/badesee-freizeitinsel/;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.05406035;15.06110136170315
Sporthalle Bruck an der Mur;8600;Bruck an der Mur;Friedrich-Ludwig-Jahn-Straße 4;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Straßegger;1;47.41128;15.267265
Freizeitsee Zenz;8612;Tragöß;Pichl- Großdorf 27;;https://www.zenzsee.at/;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.5066099;15.0750991
Grüner See;8612;Tragöß;Oberort 45;;https://tragoess-gruenersee.at/;Naturbadeanlage;steiermark;noch keine Zuordnung;;;;;nein;nein;;;1;47.535997;15.069012
Hallenbad Breitenau;8614;Breitenau am Hochlantsch;St. Jakob 32;;;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.392838350000005;15.430640823993244
Freibad Sonnleitberg;8616;Sonnleitberg;Sonnleitberg 96;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.384188;15.572505
Initiative Freibad Gasen;8616;Gasen;Birkenfelderstraße 13;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.384004;15.571961
Freibad Aflenz;8623;Aflenz;Aflenz Kurort 9a;geschlossen;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.545679050000004;15.2362978159358
Freizeitteiche Seebach;8624;Aflenz Land;Seebach 62;;https://www.rosskogler.at/;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.54815;15.27357
Erlaufsee;8630;Sankt Sebastian;Erlaufseestraße 3;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.781119200000006;15.310662592994277
Hallenbad Mariazell;8630;Mariazell;Radkersburger Platz 1;;;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.767908500000004;15.320987570855742
Glückliche Freiheit;8642;St. Lorenzen im Mürztal;Gassing 7;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.46743;15.34885
Gut Moser - Weingut Herr Peter Kapun;8643;Leutschach;Grosswalz 81;;;Hotelanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.623842;15.483921
ÖGK-SteiermarkÖGK GZ für phys. Medizin Kindberg;8650;Kindberg;Vösendorfplatz 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.499202;15.440601
Erlebnis- & Freizeitland Fischbach;8654;Fischbach;Parkstraße 13;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.439432;15.649134444522755
Hallenbad Mitterdorf i.M.;8662;St. Barbara im Mürztal;Untere Berggasse 40;;;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.5280422;15.5163854
Jufa Gästehaus Veitsch;8663;St. Barbara im Mürztal;Sportgasse 3;;https://www.jufahotels.com/hotel/veitsch/;Hotelanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.579897;15.488772
Kleinbadeteich Krieglach;8670;Krieglach;Lastenstraße 36;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.5534636;15.569563143713788
Gemeinde St. Kathrein a.H.;8672;St. Kathrein am Hauenstein;St. Kathrein 132;;https://www.st-kathrein-hauenstein.at/;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.48898705;15.69173826239045
Gemeinde Ratten;8673;Ratten;Kirchenviertel 156;;;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.48489055;15.720256843476434
Gemeinde Rettenegg;8674;Rettenegg;Rettenegg 163;;https://www.rettenegg.at/;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.52524;15.7783974
VIVAX Freizeitzentrum;8680;Mürzzuschlag;Waldandacht 5;;https://www.muerzzuschlag.at/freizeit/vivax-freizeitzentrum;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.601473;15.672643
JUFA Semmering;8684;Spital am Semmering;Grautschenhof 7-9;geschlossen;;Hotelanlage;Steiermark;Martin Schwab;;;;;nein;nein;05 7083 360;;1;47.60422285;15.734179211811316
Appelhof;8693;Neuberg an der Mürz;Mürzsteg 4;;https://www.appelhof.at/;Hotelanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.675122;15.4913888
Asia Spa Leoben;8700;Leoben;In der Au 1/3;;https://www.asiaspa.at/de/;Therme;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.38676263143854;15.095938253457582
Freibad Donawitz;8700;Donawitz;Radmeisterg. 11;geschlossen;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.378662399999996;15.058532439830017
Hallenbad Leoben;8700;Leoben;Josef-Heißl-Str.26;geschlossen;https://www.asiaspa.at/de/hallenbad-leoben;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.369289699999996;15.092157665493211
Freibad Niklasdorf;8712;Niklasdorf;Köllachweg 3;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.398102699999995;15.158322955673391
Badesee Grüne Lagune;8715;Lorenzen/Knittelfeld;Badesee St.Lorenzen;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.2494;14.8959437
Freibad Kleinlobming;8734;Lobmingtal;Dorfstraße 15;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.151808900000006;14.84257620173896
Lehrschwimmbecken in der Kabenhauptschule;8740;Zeltweg;Hauptplatz 11;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.18786905;14.750476606407254
Hallenbad;8742;Obdach;Mönchegg 32;;;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.102327;14.613934
Hallen- und Freibad Erlebnisbad Judenburg;8750;Oberweg;Fichtenhainstraße 3;;;Frei- & Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.16280575;14.65277547391569
Freibad Fohnsdorf;8753;Fohnsdorf;Hauptstraße 59;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.205722;14.668541
Hallenbad Fohnsdorf;8753;Fohnsdorf;Spitalgasse 8;;https://www.therme-aqualux.at/;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.206263;14.673656
Therme Aqualux;8753;Fohnsdorf;Thermenallee 10;;https://www.therme-aqualux.at/?gad_source=1&gclid=CjwKCAjwqMO0BhA8EiwAFTLgIE0jOqA4lpCNvGqOkMz0B8fqu0VvV5kQLTspdEeBtDU-B0P5CQsbshoC9nkQAvD_BwE;Therme;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.194483;14.675296
Badeteichanlage;8761;Pöls-Oberkurzheim;Mühltalweg 10;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.2209546;14.575562197223382
Hallenbad mit Sauna in der Hauptschule;8761;Pöls-Oberkurzheim;Schulgasse 9;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.2204574;14.577562
Trabochersee;8772;Traboch;Waldweg 9;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.379469;14.98115
Freibad Treglwang;8782;Gaishorn am See;Treglwang 141;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.47690925;14.59080865
Badesee Gaishorn;8783;Gaishorn am See;Gaishorn am See 130;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.4886221;14.5462651
Hallenbad Trieben;8784;Trieben;Erzh.Joh.-Ring 38;geschlossen;;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.487348;14.4857262
Grüblsee;8794;Präbichl;Weidauweg 18;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.516601;14.961825
Kleinbadeteichanlage;8800;Unzmarkt-Frauenburg;Am Sportplatz;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.19733526927867;14.441014064809607
Badeteich in 8811 Lind bei Scheifling;8811;Scheifling;Flößerstraße 8;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.15750055;14.405399407325323
Badesee Mühlen ;8822;Mühlen;Hitzmannsdorf 2;;https://www.camping-am-badesee.at/;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.036985;14.48747125657729
Badesee Gellsee;8831;Niederwölz;Gallsee Weg;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.1497565;14.3739465
Freibad Oberwölz;8832;Oberwölz;Vorstadt 119;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.1985075;14.2778528
Freibad Murau;8850;Murau;Badsiedlung Weg 2;;https://www.baeder-murau.at/freibad/;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.109367;14.161712
Hallenbad Murau;8850;Murau;Bundesstraße 13;;https://www.baeder-murau.at/hallenbad/;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.112913;14.176931
Badesee Krakaudorf;8854;Krakauhintermühlen;Krakaudorf 42/2;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.18635;14.021918
Schattensee;8854;Krakaudorf;Krakauschatten 2-4;;;Naturbadeanlage;Steiermark;noch keine Zuordnung;;;;;nein;nein;;;1;47.17796714785884;13.999087669708894
Freibad St. Lorenzen;8861;St. Georgen ob Murau;St. Lorenzen 122;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.102709;14.097506
Hauserersee;8861;St. Georgen am Kreischberg;.;;;Naturbadeanlage;Steiermark;noch keine Zuordnung;;;;;nein;nein;;;1;47.08670965;14.087380785552964
Badeteich in 8862 Stadl an der Mur;8862;Stadl-Predlitz;Paal 52;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.080813;13.983822
Badesee Lassing;8903;Lassing;Altlassing 43;;https://www.seerestaurant-lassing.at/;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.5338941;14.2571513
Naturbad Frauenberg;8904;Ardning;Frauenberg 19;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.58712755;14.396097149508357
Freibad Hall;8911;Admont;Hall 163;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.603163;14.456783
Freibad Weng;8911;Admont;Hauptstraße 36;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.575993;14.460891
Hallenbad Admont;8911;Admont;Schulstraße 300;;;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.5778199;14.457639573225013
Naturbad Admont;8911;Admont;Admont 395;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.57547635;14.467355196861838
Freibad Weng im Gesäuse;8913;Weng im Gesäuse;Weng im Gesäuse 99;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Lattacher;1;47.598945;14.503192
Badesee Landl;8921;Landl;Mooslandl 68;;https://badesee-landl.at/;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.65112795;14.764378704649234
Freibad Gams bei Hieflau;8922;Gams;Hurst Straße;;https://geodorf.com/ausflugsziel/parkbad-gams/;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.203975;9.441306
Freibad Hieflau;8922;Landl;Kirchbichl 47;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.6072076;14.75097695344278
Freibad St. Gallen;8933;St. Gallen;Buchauer Straße 124;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Forstner;1;47.68573805;14.617115658488373
Freibad Altenmarkt;8934;Admont;Altenmarkt 32;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.722573;14.652018
Badesee Weißenbach;8940;Liezen;Markus-Platzer-Weg 371;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.56425975;14.202754313238323
Freibad Liezen;8940;Liezen;Brunnfeldweg 34;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.571987;14.242224
Hallenbad Pichlarn;8943;Aigen/Ennstal;Zur Linde 1;;https://schlosspichlarn.at/;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.503531;14.120181
Putterersee;8943;Aigen im Ennstal;Sallaberg am See 12;;https://putterersee.at/see/;Naturbadeanlage;Steiermark;noch keine Zuordnung;;;;;nein;nein;;;1;47.51832325;14.137188412915307
Freibad Stainach;8950;Stainach-Pürgg;Badgasse 399;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.5350947;14.109805163920493
Naturbadeteich Irdning;8952;Irdning-Donnersbachtal;Falkenburg Dörfl 273;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.509903;14.09681
